"word","AW_POS","pep_id","searchname","PEP_POS","score","word_count","pos_percent","title","publishedat","polarity","art_id","url","category","author","shares"
steuerhinterziehung,98,149,Cédric Wermuth,46,52,384,12,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
steuerhinterziehung,57,149,Cédric Wermuth,46,11,384,12,Bundesrat untersucht Steuerhinterziehung,"2015-02-12T12:34:00Z",-0.0743589774,3442,http://www.handelszeitung.ch/politik/bundesrat-untersucht-steuerhinterziehung-739258,news/Business,,"{""facebook"": 4}"
korruption,1461,149,Cédric Wermuth,813,648,1918,42,"Tsipras, Varoufakis und Co.: Was das Ausland über Griechenland denkt","2015-02-10T12:25:00Z",0.0693548396,3443,http://www.wiwo.de/politik/ausland/tsipras-varoufakis-und-co-was-das-ausland-ueber-griechenland-denkt/11352704.html,news/Politics,Maike Freund,{}
korruption,1410,149,Cédric Wermuth,813,597,1918,42,"Tsipras, Varoufakis und Co.: Was das Ausland über Griechenland denkt","2015-02-10T12:25:00Z",0.0693548396,3443,http://www.wiwo.de/politik/ausland/tsipras-varoufakis-und-co-was-das-ausland-ueber-griechenland-denkt/11352704.html,news/Politics,Maike Freund,{}
korruption,431,149,Cédric Wermuth,410,21,454,90,"""Neoliberales Europa wird ernsthaft in Frage gestellt""","2015-01-28T04:27:00Z",0.24821429,3446,http://www.handelszeitung.ch/politik/darum-feiert-sp-nationalrat-wermuth-den-syriza-sieg-730141,news/Business,Mathias Ohanian,{}
korruption,389,172,Hugo Chávez,376,13,481,78,Verhaftungswelle - Venezuelas Demokratie steht mit dem Rücken zur Wand,"2015-02-26T07:35:00Z",0.00312500005,3538,http://text.derstandard.at/2000012166597/Venezuelas-Demokratie-steht-mit-dem-Ruecken-zur-Wand?ref=rss,news/Politics,,{}
geldwäscherei,57,153,Pierre Maudet,34,23,274,12,Genf verstärkt beim Zollfreilager die Kontrollen,"2015-05-31T14:14:00Z",0.109803922,3498,http://www.cash.ch/news/alle/genf_verstaerkt_beim_zollfreilager_die_kontrollen-3329984-448,news/Business,,{}
betrug,53,153,Pierre Maudet,34,19,274,12,Genf verstärkt beim Zollfreilager die Kontrollen,"2015-05-31T14:14:00Z",0.109803922,3498,http://www.cash.ch/news/alle/genf_verstaerkt_beim_zollfreilager_die_kontrollen-3329984-448,news/Business,,{}
betrug,731,156,Lombard Odier,291,440,862,34,Einblick in die Anlagestrategie: So funktioniert der Puffer der AHV,"2015-06-15T10:13:00Z",0.0308843534,3506,http://www.nzz.ch/finanzen/wie-der-ausgleichsfonds-die-gelder-anlegt-1.18562568,news/Business,Michael Schoenenberger,"{""facebook"": 4}"
steuerhinterziehung,865,156,Lombard Odier,719,146,1033,70,"Der höchste Bankier kritisiert die Nationalbank: ""Die SNB bestraft die sichersten Banken""","2015-03-22T18:36:00Z",0.125,3507,http://www.blick.ch/news/wirtschaft/patrick-odier-der-hoechste-bankier-der-schweiz-kritisiert-die-nationalbank-die-snb-bestraft-die-sichersten-banken-id3590892.html,news/Business,,"{""facebook"": 2}"
korruption,525,157,Christian Miesch,180,345,786,23,Hat SVP-Nationalrat im Auftrag von ex-Botschafter Borer Vorstoss eingereicht?,"2015-01-23T03:42:00Z",0.063846156,3516,http://www.aargauerzeitung.ch/basel/baselbiet/hat-svp-nationalrat-im-auftrag-von-ex-botschafter-borer-vorstoss-eingereicht-128757244,news/Business,Simon Huwiler,{}
korruption,105,157,Christian Miesch,33,72,786,4,Hat SVP-Nationalrat im Auftrag von ex-Botschafter Borer Vorstoss eingereicht?,"2015-01-23T03:42:00Z",0.063846156,3516,http://www.aargauerzeitung.ch/basel/baselbiet/hat-svp-nationalrat-im-auftrag-von-ex-botschafter-borer-vorstoss-eingereicht-128757244,news/Business,Simon Huwiler,{}
vorteilsnahme,192,59,Petra Gössi,41,151,233,18,"BZ Berner Zeitung - Das schreibt Maudet in seiner letzten ""Blick""-Kolumne","2019-01-30T16:28:00Z",-0.13333334,4227,https://bernerzeitung.ch/articles/27117413,news/Business,Tamedia Espace Ag,{}
käuflich,14,88,Christa Markwalder,3,11,102,3,"","2015-05-12T18:12:00Z",0,2931,http://www.weltwoche.ch/weiche/hinweisgesperrt.html?hidID=554020,,,{}
vorteilsnahme,616,88,Christa Markwalder,349,267,615,57,FDP-Politiker in der Kritik wegen Kasachstan-Kontakten,"2015-05-11T20:44:00Z",-0.157499999,2934,http://www.handelszeitung.ch/politik/fdp-politiker-der-kritik-wegen-kasachstan-kontakten-782034,news/Business,,"{""facebook"": 5}"
vorteilsnahme,168,157,Christian Miesch,119,49,259,46,Kasachstan-Affäre: Strafanzeige gegen FDP-Nationalrat Walter Müller,"2015-05-20T15:26:00Z",0.0733333305,3509,http://www.nzz.ch/schweiz/aktuelle-themen/juso-zeigen-walter-mueller-an-1.18546027,,Marc Tribelhorn,"{""facebook"": 3}"
korruption,165,157,Christian Miesch,119,46,259,46,Kasachstan-Affäre: Strafanzeige gegen FDP-Nationalrat Walter Müller,"2015-05-20T15:26:00Z",0.0733333305,3509,http://www.nzz.ch/schweiz/aktuelle-themen/juso-zeigen-walter-mueller-an-1.18546027,,Marc Tribelhorn,"{""facebook"": 3}"
geldwäscherei,716,157,Christian Miesch,135,581,1265,11,«Ich habe nie Geheimnisverrat begangen»,"2015-01-23T15:45:00Z",0.124782607,3514,http://bazonline.ch/schweiz/standard/Ich-habe-nie-Geheimnisverrat-begangen/story/20133422,news/Politics,,"{""linkedIn"": 3}"
veruntreuung,361,157,Christian Miesch,135,226,1265,11,«Ich habe nie Geheimnisverrat begangen»,"2015-01-23T15:45:00Z",0.124782607,3514,http://bazonline.ch/schweiz/standard/Ich-habe-nie-Geheimnisverrat-begangen/story/20133422,news/Politics,,"{""linkedIn"": 3}"
korruption,363,157,Christian Miesch,135,228,1265,11,«Ich habe nie Geheimnisverrat begangen»,"2015-01-23T15:45:00Z",0.124782607,3514,http://bazonline.ch/schweiz/standard/Ich-habe-nie-Geheimnisverrat-begangen/story/20133422,news/Politics,,"{""linkedIn"": 3}"
beeinflussung,118,157,Christian Miesch,84,34,695,12,"«Dass ich Kasachstans Interessen vertrete, ist nichts Ungewöhnliches»","2015-01-23T03:40:00Z",0.0192708336,3517,http://www.aargauerzeitung.ch/schweiz/dass-ich-kasachstans-interessen-vertrete-ist-nichts-ungewoehnliches-128759506,news/Business,Daria Wild,{}
veruntreuung,393,157,Christian Miesch,84,309,695,12,"«Dass ich Kasachstans Interessen vertrete, ist nichts Ungewöhnliches»","2015-01-23T03:40:00Z",0.0192708336,3517,http://www.aargauerzeitung.ch/schweiz/dass-ich-kasachstans-interessen-vertrete-ist-nichts-ungewoehnliches-128759506,news/Business,Daria Wild,{}
schwarzgeld,577,157,Christian Miesch,84,493,695,12,"«Dass ich Kasachstans Interessen vertrete, ist nichts Ungewöhnliches»","2015-01-23T03:40:00Z",0.0192708336,3517,http://www.aargauerzeitung.ch/schweiz/dass-ich-kasachstans-interessen-vertrete-ist-nichts-ungewoehnliches-128759506,news/Business,Daria Wild,{}
korruption,391,157,Christian Miesch,84,307,695,12,"«Dass ich Kasachstans Interessen vertrete, ist nichts Ungewöhnliches»","2015-01-23T03:40:00Z",0.0192708336,3517,http://www.aargauerzeitung.ch/schweiz/dass-ich-kasachstans-interessen-vertrete-ist-nichts-ungewoehnliches-128759506,news/Business,Daria Wild,{}
geldwäsche,575,157,Christian Miesch,84,491,695,12,"«Dass ich Kasachstans Interessen vertrete, ist nichts Ungewöhnliches»","2015-01-23T03:40:00Z",0.0192708336,3517,http://www.aargauerzeitung.ch/schweiz/dass-ich-kasachstans-interessen-vertrete-ist-nichts-ungewoehnliches-128759506,news/Business,Daria Wild,{}
korruption,349,160,Michel Platini,248,101,637,39,Die FIFA und andere Seilschaften,"2015-06-11T06:03:00Z",0.12135417,3522,http://www.neues-deutschland.de/artikel/973881.die-fifa-und-andere-seilschaften.html,news/Sports,Redaktion Neues Deutschland,"{""facebook"": 10}"
bestechung,354,160,Michel Platini,251,103,496,51,Platini bringt WM-Boykott ins Spiel,"2015-05-29T06:50:00Z",0.209803924,3524,http://www.derbund.ch/sport/fifa-verhaftungen/Platini-bringt-WMBoykott-ins-Spiel/story/25690243,news/Sports,,{}
korruption,726,172,Hugo Chávez,603,123,784,77,Spain: Pablo Iglesias wants to be the modern Don Quijote,"2015-02-02T08:53:00Z",0.0462500006,3555,http://www.morgenpost.de/politik/ausland/article137012700/Pablo-Iglesias-will-der-moderne-Don-Quijote-sein.html,news/Business,,{}
korruption,2964,172,Hugo Chávez,2467,497,3125,79,Alternative - Nehmt eure Träume ernst!,"2015-05-23T07:53:00Z",0.0658854172,3541,https://www.freitag.de/autoren/the-guardian/nehmt-eure-traeume-ernst,news/Politics,Giles Tremlett,"{""facebook"": 386, ""googlePlus"": 12}"
korruption,481,59,Petra Gössi,375,106,1254,30,"Neue Initiative von Cassis, sprudelnde Steuereinnahmen wegen Selbstanzeigen und Wahlkampfgelder in den Sonntagszeitungen - Hoefner Volksblatt und Marchanzeiger","2019-01-27T06:04:00Z",0.101428568,4231,https://hoefner.ch/2019/01/27/neue-initiative-von-cassis-sprudelnde-steuereinnahmen-wegen-selbstanzeigen-und-wahlkampfgelder-in-den-sonntagszeitungen/,news/Business,Roland Hartmann,{}
korruption,1355,172,Hugo Chávez,945,410,2064,46,Stackls Südblick - Syriza: Erobert Latino-Populismus Europa?,"2015-02-20T05:43:00Z",0.00384615385,3553,http://derstandard.at/2000011865879/Syriza-Erobert-Latino-Populismus-Europa?ref=rss,news/Politics,Stackls Südblick,"{""facebook"": 36}"
korruption,406,172,Hugo Chávez,157,249,876,18,"Linkspartei Podemos: Der Antikapitalist, der reichlich Umsatz macht","2015-02-10T23:35:00Z",-0.0222222228,3554,http://www.welt.de/politik/ausland/article137312912/Der-Antikapitalist-der-reichlich-Umsatz-macht.html,news/Politics,Ute Müller,"{""facebook"": 2}"
betrug,157,5,Céline Amaudruz,126,31,179,70,Links-grünes Ständeratsduo in Genf muss in den zweiten Wahlgang,"2015-10-18T16:31:00Z",0,3652,http://www.cash.ch/news/alle/linksgruenes_staenderatsduo_in_genf_muss_in_den_zweiten_wahlgang-3379597-448,news/Politics,,{}
betrug,31,98,Thomas Müller,13,18,107,12,Keller-Sutter (FDP) in St. Gallen gewählt - zweiter Wahlgang nötig,"2015-10-18T11:45:00Z",-0.0714285746,3702,http://www.aargauerzeitung.ch/schweiz/keller-sutter-fdp-in-st-gallen-gewaehlt-zweiter-wahlgang-noetig-129654268,news/Politics,Marcel Bieri,{}
schwarzgeld,608,4,Thomas Aeschi,488,120,654,75,Nationalrat sagt Ja zum automatischen Informationsaustausch,"2015-09-16T19:31:00Z",-0.0304878056,3831,http://www.basellandschaftlichezeitung.ch/schweiz/nationalrat-sagt-ja-zum-automatischen-informationsaustausch-129557959,news/Politics,Peter Klaunzer,{}
steuerhinterziehung,603,4,Thomas Aeschi,488,115,654,75,Nationalrat sagt Ja zum automatischen Informationsaustausch,"2015-09-16T19:31:00Z",-0.0304878056,3831,http://www.basellandschaftlichezeitung.ch/schweiz/nationalrat-sagt-ja-zum-automatischen-informationsaustausch-129557959,news/Politics,Peter Klaunzer,{}
steuerhinterziehung,624,89,Ada Marra,94,530,639,15,Nationalrat im Grundsatz für automatischen Informationsaustausch,"2015-09-16T16:56:00Z",-0.00813953485,3832,http://www.basellandschaftlichezeitung.ch/wirtschaft/nationalrat-im-grundsatz-fuer-automatischen-informationsaustausch-129557959,news/Politics,Peter Klaunzer,{}
betrug,75,13,Philippe Bauer,55,20,215,26,In Neuenburg geht der Nationalratssitz der Grünen an die PdA,"2015-10-18T18:17:00Z",-0.0285714287,3837,http://www.aargauerzeitung.ch/schweiz/in-neuenburg-geht-der-nationalratssitz-der-gruenen-an-die-pda-129655307,news/Politics,Sandro Campardo,{}
korruption,363,88,Christa Markwalder,27,336,388,7,Ex-Kanzler Schröder warb für kasachischen Diktator,"2015-06-13T11:11:00Z",-0.0540000014,2896,http://www.handelszeitung.ch/politik/ex-kanzler-schroeder-warb-fuer-kasachischen-diktator-797354,news/Politics,Marc Iseli,"{""facebook"": 4}"
geldwäscherei,708,113,Hans-Peter Portmann,533,175,743,72,Banker greifen Bankgeheimnisinitiative an,"2015-05-23T07:25:00Z",-0.142222226,3118,http://bazonline.ch/schweiz/standard/Banker-greifen-Bankgeheimnisinitiative-an/story/17144418,news/Politics,,"{""facebook"": 3}"
geldwäscherei,283,113,Hans-Peter Portmann,230,53,743,31,Banker greifen Bankgeheimnisinitiative an,"2015-05-23T07:25:00Z",-0.142222226,3118,http://bazonline.ch/schweiz/standard/Banker-greifen-Bankgeheimnisinitiative-an/story/17144418,news/Politics,,"{""facebook"": 3}"
geldwäscherei,267,113,Hans-Peter Portmann,230,37,743,31,Banker greifen Bankgeheimnisinitiative an,"2015-05-23T07:25:00Z",-0.142222226,3118,http://bazonline.ch/schweiz/standard/Banker-greifen-Bankgeheimnisinitiative-an/story/17144418,news/Politics,,"{""facebook"": 3}"
korruption,603,146,Christian Wasserfallen,451,152,749,60,Mit Christa Markwalder auf die Toilette?,"2015-05-23T07:39:00Z",0.129609928,2913,http://www.oltnertagblatt.ch/kommentare/wochenkommentar/mit-christa-markwalder-auf-die-toilette-129168727,news/Arts_and_Entertainment,Gieri Cavelty,{}
korruption,249,88,Christa Markwalder,65,184,749,9,Mit Christa Markwalder auf die Toilette?,"2015-05-23T07:39:00Z",0.129609928,2913,http://www.oltnertagblatt.ch/kommentare/wochenkommentar/mit-christa-markwalder-auf-die-toilette-129168727,news/Arts_and_Entertainment,Gieri Cavelty,{}
korruption,226,88,Christa Markwalder,65,161,749,9,Mit Christa Markwalder auf die Toilette?,"2015-05-23T07:39:00Z",0.129609928,2913,http://www.oltnertagblatt.ch/kommentare/wochenkommentar/mit-christa-markwalder-auf-die-toilette-129168727,news/Arts_and_Entertainment,Gieri Cavelty,{}
betrug,367,104,Roger Nordmann,295,72,627,47,Politiker knöpfen sich die Finma vor,"2015-02-11T05:40:00Z",-0.0398437493,3067,http://www.tagesanzeiger.ch/schweiz/swissleaks/Politiker-knoepfen-sich-die-Finma-vor/story/16372095,news/Business,,"{""facebook"": 1}"
korruption,648,100,Felix Müri,331,317,741,45,Dünger für die globale Umweltbürokratie,"2015-06-04T11:28:00Z",0.0669811293,3039,http://bazonline.ch/wirtschaft/Duenger-fuer-die-globale-Umweltbuerokratie/story/30144308,news/Business,,"{""facebook"": 1}"
geldwäscherei,955,63,Jürg Grossen,687,268,1118,61,"Frauenfrage im Bundesrat, neues Werbekonzept der SVP und Warnung vor dem AHV-Steuer-Deal in den Sonntagszeitungen","2018-09-30T07:07:00Z",0.135937497,8510,https://www.aargauerzeitung.ch/schweiz/frauenfrage-im-bundesrat-neues-werbekonzept-der-svp-und-warnung-vor-dem-ahv-steuer-deal-in-den-sonntagszeitungen-133523655,news/Politics,Peter Schneider,{}
betrug,928,154,Donald Trump,453,475,1121,40,Rohani in der Schweiz: Hoher Besuch zu einem heiklen Zeitpunkt | St.Galler Tagblatt,"2018-07-02T03:38:00Z",0.134217173,8729,https://www.tagblatt.ch/schweiz/hoher-besuch-zu-einem-heiklen-zeitpunkt-ld.1033687,news/Politics,Michel Burtscher,{}
betrug,393,148,Thomas Weibel,343,50,587,58,"Befürworter sehen Sozialdetektive als ""letztes Mittel""","2018-10-19T17:04:00Z",-0.0689189211,9048,https://www.berneroberlaender.ch/schweiz/standard/Befuerworter-sehen-Sozialdetektive-als-letztes-Mittel/story/27351126,news/Politics,,{}
betrug,527,70,Philipp Hadorn,252,275,526,48,Abschiedsgeschenk für Didier Burkhalter: Nationalrat will an Entwicklungshilfe-Quote festhalten,"2017-09-27T14:35:00Z",0.0958333313,9352,https://www.aargauerzeitung.ch/schweiz/abschiedsgeschenk-fuer-didier-burkhalter-nationalrat-will-an-entwicklungshilfe-quote-festhalten-131754765,news/Business,Jonas Schmid,"{""facebook"": 62}"
betrug,855,5,Céline Amaudruz,261,594,1359,19,Rücktrittsforderung an Buttet und Umfrage zu No-Billag in den Sonntagszeitungen,"2017-12-03T14:32:00Z",0.0185185187,9437,https://www.watson.ch/!822856995,news/Business,,{}
beeinflussung,529,5,Céline Amaudruz,261,268,1359,19,Rücktrittsforderung an Buttet und Umfrage zu No-Billag in den Sonntagszeitungen,"2017-12-03T14:32:00Z",0.0185185187,9437,https://www.watson.ch/!822856995,news/Business,,{}
betrug,470,25,Jacques Bourgeois,242,228,787,31,Brutschin erklärt Glarus zum Nachbarkanton,"2017-12-04T06:15:00Z",0.0397058837,9761,https://bazonline.ch/basel/stadt/Brutschin-erklaert-Glarus-zum-Nachbarkanton/story/14085581,news/Business,,"{""facebook"": 34}"
geldwäscherei,618,154,Donald Trump,498,120,1751,28,"""Sie sollten diesen absoluten ­Unsinn ­schärfstens ­zurückweisen""","2017-09-30T20:50:00Z",-0.000307971,10047,https://www.bernerzeitung.ch/sonntagszeitung/leserbriefe/Sie-sollten-diesen-absoluten-Unsinn-schaerfstens-zurueckweisen/story/20101577,news/Business,,{}
wahlbetrug,517,59,Petra Gössi,121,396,596,20,CVP und FDP nähern sich bei Rentenreform an/ Deutscher Menschenrechtler frei / Star-Ökonom Piketty unter Beschuss | NZZ,"2017-10-26T05:45:00Z",0.0318181813,10277,https://www.nzz.ch/briefing/archiv/versoehnliche-toene-bei-cvp-und-fdp-deutscher-menschenrechtler-peter-steudtner-frei-toter-bei-anschlag-auf-ukrainischen-abgeordneten-ld.1324160,news/Politics,Sylviane Chassot,"{""facebook"": 3}"
betrug,881,60,Maya Graf,439,442,947,46,Frauensolidarität hat enge Grenzen,"2017-08-11T08:42:00Z",0.071376808,10324,https://bazonline.ch/schweiz/Frauensolidaritaet-hat-enge-Grenzen/story/13746930,news/Politics,,{}
geldwäscherei,429,21,Toni Brunner,291,138,562,52,Kritik an neuer Ausschaffungspraxis,"2017-10-19T05:37:00Z",0.0813725516,9693,https://bazonline.ch/schweiz/standard/Kritik-an-neuer-Ausschaffungspraxis/story/26948310,news/Politics,,{}
steuerhinterziehung,483,97,Leo Müller,169,314,558,30,Der Nationalrat will das Bankgeheimnis im Inland nicht antasten | NZZ,"2017-12-07T10:51:00Z",-0.0988095254,10843,https://www.nzz.ch/schweiz/der-nationalrat-will-das-bankgeheimnis-im-inland-nicht-antasten-ld.1336777,news/Politics,,{}
steuerhinterziehung,384,97,Leo Müller,169,215,558,30,Der Nationalrat will das Bankgeheimnis im Inland nicht antasten | NZZ,"2017-12-07T10:51:00Z",-0.0988095254,10843,https://www.nzz.ch/schweiz/der-nationalrat-will-das-bankgeheimnis-im-inland-nicht-antasten-ld.1336777,news/Politics,,{}
steuerhinterziehung,371,97,Leo Müller,169,202,558,30,Der Nationalrat will das Bankgeheimnis im Inland nicht antasten | NZZ,"2017-12-07T10:51:00Z",-0.0988095254,10843,https://www.nzz.ch/schweiz/der-nationalrat-will-das-bankgeheimnis-im-inland-nicht-antasten-ld.1336777,news/Politics,,{}
steuerhinterziehung,360,97,Leo Müller,169,191,558,30,Der Nationalrat will das Bankgeheimnis im Inland nicht antasten | NZZ,"2017-12-07T10:51:00Z",-0.0988095254,10843,https://www.nzz.ch/schweiz/der-nationalrat-will-das-bankgeheimnis-im-inland-nicht-antasten-ld.1336777,news/Politics,,{}
betrug,573,17,Kathrin Bertschy,498,75,572,87,Schock-Zahlen zeigen: Arbeitnehmer zahlen Milliarden für ihre pensionierten Kollegen: So schmilzt Ihre Rente weg!,"2015-09-19T21:54:00Z",-0.104166664,3922,http://www.blick.ch/news/wirtschaft/schock-zahlen-zeigen-arbeitnehmer-zahlen-milliarden-fuer-ihre-pensionierten-kollegen-so-schmilzt-ihre-rente-weg-id4183938.html,news/Business,,"{""facebook"": 81}"
betrug,259,134,Jürg Stahl,194,65,313,62,Strassenspektakel: Riesen-Oma und Riesen-Mädchen locken Hunderttausende nach Genf - Blick,"2017-10-01T18:51:00Z",0.152083337,11255,https://www.blick.ch/people-tv/strassenspektakel-riesen-oma-und-riesen-maedchen-locken-hunderttausende-nach-genf-id7402084.html,news/Politics,,{}
korruption,116,143,Hans-Ueli Vogt,80,36,530,15,Chinas Parteikongress strahlt bis in die Schweiz aus,"2017-10-13T15:46:00Z",0.158602148,11317,http://www.bilanz.ch/unternehmen/chinas-parteikongress-strahlt-bis-die-schweiz-aus-946992,news/Arts_and_Entertainment,Mathias Ohanian,{}
drogenhandel,205,143,Hans-Ueli Vogt,32,173,689,5,Urteil zu deutschem Schläger befeuert Diskussion um Völkerrecht,"2017-10-13T19:06:00Z",-0.032142859,11316,"https://www.urnerzeitung.ch/nachrichten/schweiz/urteil-zu-deutschem-schlaeger-befeuert-diskussion-um-voelkerrecht;art9641,1119625",news/Politics,,{}
korruption,234,92,Christian Lüscher,160,74,438,37,Lüscher kämpft um seine Glaubwürdigkeit,"2015-03-20T02:28:00Z",0.122727275,1980,http://www.derbund.ch/schweiz/standard/Luescher-kaempft-um-seine-Glaubwuerdigkeit/story/22676191,news/Politics,Mario Stäuble,{}
bestechung,81,160,Michel Platini,47,34,889,5,Sonntagspresse im Banne von Blatter,"2015-05-31T06:31:00Z",0.0518867932,2144,"http://www.luzernerzeitung.ch/nachrichten/panorama/panorama-sda/Sonntagspresse-im-Banne-von-Blatter;art46441,540755",news/Politics,,{}
beeinflussung,157,44,Doris Fiala,140,17,742,19,Bestechung im Europarat,"2018-04-23T14:26:00Z",0.0397727266,7529,https://www.bernerzeitung.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
korruption,533,169,Eduard Lintner,462,71,742,62,Bestechung im Europarat,"2018-04-23T14:26:00Z",0.0397727266,7529,https://www.bernerzeitung.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
korruption,378,44,Doris Fiala,313,65,742,42,Bestechung im Europarat,"2018-04-23T14:26:00Z",0.0397727266,7529,https://www.bernerzeitung.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
geldwäsche,380,44,Doris Fiala,313,67,742,42,Bestechung im Europarat,"2018-04-23T14:26:00Z",0.0397727266,7529,https://www.bernerzeitung.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
beeinflussung,157,44,Doris Fiala,140,17,742,19,Bestechung im Europarat,"2018-04-23T14:33:00Z",0.0397727266,5721,https://www.derbund.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
korruption,533,169,Eduard Lintner,462,71,742,62,Bestechung im Europarat,"2018-04-23T14:33:00Z",0.0397727266,5721,https://www.derbund.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
korruption,378,44,Doris Fiala,313,65,742,42,Bestechung im Europarat,"2018-04-23T14:33:00Z",0.0397727266,5721,https://www.derbund.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
geldwäsche,380,44,Doris Fiala,313,67,742,42,Bestechung im Europarat,"2018-04-23T14:33:00Z",0.0397727266,5721,https://www.derbund.ch/ausland/europa/Bestechung-im-Europarat/story/30347125,,,{}
wahlbetrug,573,32,Rocco Cattaneo,214,359,612,35,Der Kanton Tessin rückt weiter nach rechts,"2015-04-19T22:27:00Z",0.0552631579,2249,http://www.derbund.ch/schweiz/standard/Der-Kanton-Tessin-rueckt-weiter-nach-rechts/story/19053268,news/Politics,Felix Schindler,"{""facebook"": 1}"
betrug,527,32,Rocco Cattaneo,214,313,612,35,Der Kanton Tessin rückt weiter nach rechts,"2015-04-19T22:27:00Z",0.0552631579,2249,http://www.derbund.ch/schweiz/standard/Der-Kanton-Tessin-rueckt-weiter-nach-rechts/story/19053268,news/Politics,Felix Schindler,"{""facebook"": 1}"
korruption,325,69,Barbara Gysi,249,76,352,71,Korruptions-Jäger stellen Ruag an den Pranger,"2015-04-27T16:36:00Z",-0.108333334,2332,http://www.handelszeitung.ch/unternehmen/korruptions-jaeger-stellen-ruag-den-pranger-774873,news/Politics,Marc Iseli,"{""facebook"": 1}"
korruption,89,45,Beat Flach,74,15,352,21,Korruptions-Jäger stellen Ruag an den Pranger,"2015-04-27T16:36:00Z",-0.108333334,2332,http://www.handelszeitung.ch/unternehmen/korruptions-jaeger-stellen-ruag-den-pranger-774873,news/Politics,Marc Iseli,"{""facebook"": 1}"
betrug,574,48,Sebastian Frehner,412,162,681,60,Die verflossenen Millionen der Nationalbank,"2015-01-21T13:25:00Z",0.048913043,2408,http://bazonline.ch/schweiz/standard/Die-verflossenen-Millionen-der-Nationalbank/story/31690488,news/Business,,"{""facebook"": 2}"
drogenhandel,547,116,Lukas Reimann,475,72,748,64,"20 Minuten - Hören Ermittler bald unsere Skype-Gespräche ab? - News","2015-06-19T13:41:00Z",-0.0705555528,2466,http://www.20min.ch/schweiz/news/story/17877747,news/Politics,,"{""facebook"": 2}"
beeinflussung,1148,160,Michel Platini,738,410,1140,65,Heisst es heute Nachmittag Tschau Sepp?,"2015-05-28T22:27:00Z",0.0731685013,3525,http://www.derbund.ch/sport/fifa-verhaftungen/Heisst-es-heute-Nachmittag-nobrTschau-Seppnobr/story/31993593,,Jean-Martin Büttner,{}
steuerhinterziehung,1175,153,Pierre Maudet,1075,100,1339,80,Rücktritt und Rückschritt reimen sich nicht zwingend | NZZ,"2019-01-04T05:33:00Z",0.126368165,3960,https://www.nzz.ch/meinung/ruecktritt-und-rueckschritt-reimen-sich-nicht-zwingend-ld.1443550,news/Politics,Antonio Fumagalli,"{""facebook"": 8}"
korruption,190,6,Viola Amherd,92,98,271,34,Wenn die Wahrheit der Rüstungslobby gewinnt,"2019-02-05T23:54:00Z",0.0785714313,4007,https://www.derbund.ch/schweiz/standard/Wenn-die-Wahrheit-der-Ruestungslobby-gewinnt/story/16334447,news/Politics,,{}
beeinflussung,354,65,Franz Grüter,204,150,1632,12,"Moneycab "" Franz Grüter, Nationalrat und VR-Präsident green.ch, im Interview","2019-02-05T06:37:00Z",0.126062095,4299,https://www.moneycab.com/2019/02/05/franz-grueter-nationalrat-und-vr-praesident-green-ch-im-interview/,news/Business,,"{""facebook"": 12}"
beeinflussung,246,65,Franz Grüter,204,42,1632,12,"Moneycab "" Franz Grüter, Nationalrat und VR-Präsident green.ch, im Interview","2019-02-05T06:37:00Z",0.126062095,4299,https://www.moneycab.com/2019/02/05/franz-grueter-nationalrat-und-vr-praesident-green-ch-im-interview/,news/Business,,"{""facebook"": 12}"
beeinflussung,236,65,Franz Grüter,204,32,1632,12,"Moneycab "" Franz Grüter, Nationalrat und VR-Präsident green.ch, im Interview","2019-02-05T06:37:00Z",0.126062095,4299,https://www.moneycab.com/2019/02/05/franz-grueter-nationalrat-und-vr-praesident-green-ch-im-interview/,news/Business,,"{""facebook"": 12}"
vorteilsnahme,280,153,Pierre Maudet,227,53,278,82,Libanesischer Geschäftsmann zahlte laut Maudet Reise nach Abu Dhabi,"2018-05-17T04:46:00Z",-0.0843137279,7422,https://www.cash.ch/news/libanesischer-geschaeftsmann-zahlte-laut-maudet-reise-nach-abu-dhabi-1174260,,,{}
geldwäscherei,445,63,Jürg Grossen,306,139,621,49,Poker um Lotteriegelder ,"2018-05-15T05:01:00Z",-0.0949612409,6101,https://www.derbund.ch/bern/kanton/Poker-um-Lotteriegelder-/story/11725617,news/Business,Carlo Senn,{}
geldwäsche,464,133,Carlo Sommaruga,328,136,643,51,Ueli Maurers Zweifel an der heiklen Reise nach Saudi-Arabien | St.Galler Tagblatt,"2018-10-20T03:27:00Z",-0.0376016274,8526,https://www.tagblatt.ch/schweiz/die-schweiz-im-dilemma-ld.1062981,news/Politics,Henry Habegger,{}
